,ilce_adi,mahalle_adi,mahalle_uavt,cok_agir_hasarli_bina_sayisi,agir_hasarli_bina_sayisi,orta_hasarli_bina_sayisi,hafif_hasarli_bina_sayisi,can_kaybi_sayisi,agir_yarali_sayisi,hastanede_tedavi_sayisi,hafif_yarali_sayisi,dogalgaz_boru_hasari,icme_suyu_boru_hasari,atik_su_boru_hasari,gecici_barinma,1980_oncesi,1980-2000_arasi,2000_sonrasi,1-4 kat_arasi,5-9 kat_arasi,9-19 kat_arasi,mahalle_nufus,segment
448,FATÝH,HACI KADIN,40314,9,19,57,74,2,2,7,12,0,0,0,58,159.0,50.0,17.0,202.0,24.0,0.0,1225,3
449,FATÝH,HASEKÝ SULTAN,99129,47,72,208,350,45,27,117,201,0,0,1,1150,741.0,128.0,15.0,285.0,595.0,4.0,414,1
450,FATÝH,HIRKA-Ý ÞERÝF,99138,78,125,362,596,83,52,217,376,1,1,2,2714,1224.0,309.0,52.0,624.0,960.0,1.0,11377,2
451,FATÝH,HOBYAR,40315,11,20,67,137,0,0,0,1,0,0,1,9,162.0,112.0,74.0,114.0,221.0,13.0,24649,3
452,FATÝH,HOCA GIYASETTÝN,40316,12,25,72,91,3,2,8,14,0,0,0,106,235.0,43.0,6.0,272.0,12.0,0.0,82,3
453,FATÝH,HOCAPAÞA,40317,13,24,75,146,0,0,0,1,0,0,1,18,246.0,93.0,48.0,169.0,212.0,6.0,697,3
454,FATÝH,ÝSKENDERPAÞA,40397,41,70,226,487,33,21,88,154,0,1,1,1152,840.0,236.0,128.0,243.0,959.0,2.0,360,1
455,FATÝH,KALENDERHANE,40319,4,9,28,43,1,1,4,7,0,0,0,50,84.0,22.0,4.0,102.0,8.0,0.0,16686,3
456,FATÝH,KARAGÜMRÜK,99139,42,70,204,310,41,27,108,187,0,1,1,1194,497.0,144.0,247.0,516.0,360.0,12.0,1673,1
457,FATÝH,KATÝP KASIM,40320,29,48,128,181,7,5,18,31,0,0,1,249,394.0,114.0,21.0,328.0,200.0,1.0,11640,3
458,FATÝH,KEMALPAÞA,40318,9,17,60,149,1,1,4,7,0,0,0,36,264.0,94.0,13.0,78.0,287.0,6.0,3069,3
459,FATÝH,KOCA MUSTAFAPAÞA,40390,128,185,456,621,120,78,309,527,1,1,2,2981,1491.0,214.0,42.0,854.0,892.0,1.0,618,2
460,FATÝH,KÜÇÜK AYASOFYA,40321,27,53,164,232,7,6,20,36,0,0,1,335,560.0,93.0,31.0,628.0,56.0,0.0,21851,3
461,FATÝH,MERCAN,40322,12,26,85,144,0,0,1,2,0,0,0,5,252.0,99.0,59.0,251.0,158.0,1.0,2594,3
462,FATÝH,MESÝHPAÞA,40323,7,13,43,103,1,0,3,4,0,0,0,12,135.0,94.0,39.0,30.0,216.0,22.0,48,3
463,FATÝH,MEVLANAKAPI,99134,80,124,330,457,84,54,218,375,1,1,1,2620,1002.0,222.0,79.0,757.0,546.0,0.0,206,2
464,FATÝH,MÝMAR HAYRETTÝN,40324,29,51,151,226,5,4,14,24,0,0,1,91,367.0,243.0,21.0,227.0,404.0,0.0,20470,3
465,FATÝH,MÝMAR KEMALETTÝN,40325,21,35,108,181,2,1,5,8,0,0,1,29,270.0,181.0,31.0,93.0,370.0,19.0,888,3
466,FATÝH,MOLLA FENARÝ,40326,20,36,112,176,0,0,2,3,0,0,0,13,317.0,118.0,56.0,278.0,213.0,0.0,411,3
467,FATÝH,MOLLA GÜRANÝ,99136,52,82,251,472,48,29,124,215,0,1,1,1405,863.0,221.0,76.0,168.0,978.0,14.0,135,1
468,FATÝH,MOLLA HÜSREV,40327,6,13,43,63,2,2,6,10,0,0,0,95,136.0,43.0,2.0,158.0,23.0,0.0,18296,3
469,FATÝH,MUHSÝNE HATUN,40328,19,33,99,153,6,4,16,28,0,0,0,276,317.0,91.0,14.0,299.0,123.0,0.0,1301,3
470,FATÝH,NÝÞANCA,40329,29,51,155,250,12,8,31,55,0,0,1,539,312.0,252.0,123.0,345.0,340.0,2.0,2576,3
471,FATÝH,RÜSTEMPAÞA,40330,6,12,38,63,0,0,0,0,0,0,0,2,81.0,51.0,40.0,94.0,78.0,0.0,6866,3
472,FATÝH,SARAÇ ÝSHAK,40331,13,23,70,107,3,2,9,15,0,0,0,126,185.0,103.0,11.0,159.0,135.0,5.0,25,3
473,FATÝH,SARIDEMÝR,40332,15,21,44,49,0,0,1,2,0,0,0,3,151.0,12.0,2.0,154.0,11.0,0.0,1700,3
474,FATÝH,SEYYÝD ÖMER,40387,77,119,341,572,91,54,236,407,1,1,2,2979,1093.0,264.0,116.0,385.0,1088.0,0.0,14,2
475,FATÝH,SÝLÝVRÝKAPI,99132,53,83,237,371,66,39,171,294,0,1,1,2012,752.0,192.0,43.0,332.0,649.0,6.0,22028,1
476,FATÝH,SULTAN AHMET,40333,17,34,98,124,4,3,10,18,0,0,0,128,284.0,28.0,53.0,349.0,16.0,0.0,2557,3
477,FATÝH,SURURÝ,40334,10,19,61,101,0,0,0,1,0,0,0,4,124.0,77.0,87.0,110.0,178.0,0.0,26773,3
478,FATÝH,SÜLEYMANÝYE,40335,9,20,68,112,1,1,3,6,0,0,0,76,196.0,74.0,26.0,217.0,79.0,0.0,16823,3
479,FATÝH,SÜMBÜL EFENDÝ,99131,56,87,229,310,63,40,164,281,0,1,1,2220,693.0,138.0,27.0,389.0,469.0,0.0,709,1
480,FATÝH,ÞEHREMÝNÝ,99133,68,109,327,571,76,44,195,338,1,1,2,2320,1074.0,261.0,122.0,411.0,1042.0,4.0,783,2
481,FATÝH,ÞEHSUVAR BEY,40336,23,41,124,187,6,5,16,28,0,0,1,234,366.0,130.0,25.0,373.0,148.0,0.0,17016,3
482,FATÝH,TAHTAKALE,40337,10,20,65,111,0,0,0,0,0,0,0,4,233.0,74.0,15.0,207.0,112.0,3.0,30,3
483,FATÝH,TAYA HATUN,40338,12,23,69,106,0,0,1,1,0,0,0,13,141.0,77.0,91.0,216.0,88.0,5.0,24,3
484,FATÝH,TOPKAPI,99135,61,94,242,338,46,31,120,206,1,1,1,1193,762.0,153.0,60.0,567.0,393.0,15.0,131,1
485,FATÝH,YAVUZ SÝNAN,40339,9,17,48,59,2,1,5,8,0,0,0,46,170.0,19.0,1.0,186.0,4.0,0.0,11429,3
486,FATÝH,YAVUZ SULTAN SELÝM,99144,54,104,308,531,39,30,107,191,0,0,1,1849,1069.0,216.0,227.0,828.0,684.0,0.0,252,1
487,FATÝH,YEDÝKULE,99130,137,185,410,448,118,83,301,514,1,1,2,2588,1379.0,26.0,33.0,914.0,524.0,0.0,18294,2
488,FATÝH,ZEYREK,99142,44,79,238,422,34,24,91,161,0,1,1,1502,841.0,197.0,123.0,504.0,657.0,0.0,17399,1
489,GAZÝOSMANPAÞA,BAÐLARBAÞI,40454,8,24,142,423,10,6,29,60,0,0,1,918,1048.0,231.0,448.0,924.0,799.0,4.0,14769,1
490,GAZÝOSMANPAÞA,BARBAROS HAYRETTÝN PAÞA,40459,9,25,185,655,12,6,35,76,1,1,1,1180,874.0,1343.0,630.0,1101.0,1744.0,2.0,28843,1
491,GAZÝOSMANPAÞA,FEVZÝ ÇAKMAK,40457,5,13,82,256,6,3,18,39,0,0,0,664,412.0,313.0,300.0,449.0,570.0,6.0,50748,1
492,GAZÝOSMANPAÞA,HÜRRÝYET,40458,10,24,147,435,13,7,36,72,0,0,1,1004,629.0,588.0,341.0,488.0,1070.0,0.0,22748,1
493,GAZÝOSMANPAÞA,KARADENÝZ,40464,9,25,192,759,15,7,44,99,1,1,1,1571,828.0,1434.0,1010.0,1083.0,2189.0,0.0,28739,1
494,GAZÝOSMANPAÞA,KARAYOLLARI,40463,5,21,144,492,5,3,19,48,0,0,1,939,443.0,1203.0,748.0,1439.0,918.0,37.0,73225,1
495,GAZÝOSMANPAÞA,KARLITEPE,40451,4,16,90,251,4,3,13,27,0,0,0,620,542.0,143.0,395.0,540.0,533.0,7.0,40628,1
496,GAZÝOSMANPAÞA,KAZIM KARABEKÝR,40461,4,13,95,438,7,3,21,49,0,0,1,791,520.0,940.0,661.0,677.0,1436.0,8.0,19517,1
497,GAZÝOSMANPAÞA,MERKEZ,40455,18,46,249,622,15,9,42,84,1,1,1,1234,1092.0,543.0,719.0,1276.0,1071.0,7.0,47072,1
498,GAZÝOSMANPAÞA,MEVLANA,40462,1,2,24,135,1,0,4,13,0,0,0,268,39.0,397.0,278.0,165.0,534.0,15.0,29266,3
499,GAZÝOSMANPAÞA,PAZARÝÇÝ,40450,8,26,136,333,6,4,17,36,0,0,0,466,976.0,141.0,297.0,1146.0,267.0,1.0,23816,1
500,GAZÝOSMANPAÞA,SARIGÖL,40453,15,51,219,561,12,9,38,78,0,0,1,1114,1531.0,139.0,524.0,1553.0,626.0,15.0,12622,1
501,GAZÝOSMANPAÞA,ÞEMSÝPAÞA,40456,4,11,87,307,6,4,18,38,0,0,0,580,546.0,338.0,422.0,451.0,855.0,0.0,25095,1
502,GAZÝOSMANPAÞA,YENÝ MAHALLE,40460,11,34,180,515,14,8,39,81,0,1,1,1304,794.0,506.0,684.0,990.0,984.0,10.0,24409,1
503,GAZÝOSMANPAÞA,YENÝDOÐAN,40452,7,29,127,308,5,4,16,35,0,0,0,348,1019.0,45.0,211.0,1157.0,117.0,1.0,8878,3
504,GAZÝOSMANPAÞA,YILDIZTABYA,40449,11,43,177,479,9,7,29,63,0,0,1,962,1493.0,71.0,454.0,1479.0,539.0,0.0,36751,1
505,GÜNGÖREN,ABDURRAHMAN NAFÝZ GÜRMAN,40504,22,40,122,207,67,37,174,299,0,1,2,2279,247.0,241.0,37.0,138.0,314.0,73.0,25602,1
506,GÜNGÖREN,AKINCILAR,40497,21,35,150,307,54,29,139,248,0,0,1,1911,121.0,522.0,46.0,56.0,632.0,1.0,22696,1
507,GÜNGÖREN,GENÇOSMAN,40498,27,57,260,521,66,35,175,323,1,1,3,3121,109.0,925.0,213.0,410.0,824.0,13.0,21045,1
508,GÜNGÖREN,GÜNEÞTEPE,40499,40,75,348,719,102,55,267,487,1,1,3,4645,265.0,1207.0,195.0,253.0,1409.0,5.0,40525,2
509,GÜNGÖREN,GÜVEN,40500,24,39,144,282,63,33,161,282,0,1,1,1754,259.0,360.0,24.0,34.0,606.0,3.0,51759,1
510,GÜNGÖREN,HAZNEDAR,40501,30,48,176,351,72,38,185,324,0,1,1,1997,442.0,343.0,27.0,37.0,773.0,2.0,18004,1
511,GÜNGÖREN,MAREÞAL ÇAKMAK,40502,32,54,234,487,81,43,210,376,1,1,2,2906,246.0,784.0,67.0,74.0,1022.0,1.0,21298,2
512,GÜNGÖREN,MEHMET NESÝH ÖZMEN,40506,34,64,214,341,41,26,109,190,1,1,3,1050,90.0,681.0,117.0,411.0,474.0,3.0,31630,1
513,GÜNGÖREN,MERKEZ,40496,44,75,325,661,112,61,292,521,1,1,3,4534,334.0,982.0,185.0,118.0,1372.0,11.0,10184,2
514,GÜNGÖREN,SANAYÝ,40503,38,75,300,509,44,24,117,209,1,1,3,1389,253.0,868.0,139.0,396.0,863.0,1.0,47371,1
515,GÜNGÖREN,TOZKOPARAN,40505,30,49,134,212,52,34,136,237,1,0,2,1892,147.0,374.0,64.0,275.0,288.0,22.0,13369,1
516,KADIKÖY,ACIBADEM,40509,9,20,113,367,12,6,38,73,1,0,1,953,554.0,413.0,353.0,368.0,895.0,57.0,30310,1
517,KADIKÖY,BOSTANCI,40523,8,20,96,345,11,4,35,67,1,1,1,814,619.0,264.0,482.0,397.0,522.0,446.0,30549,1
518,KADIKÖY,CADDEBOSTAN,40521,6,15,74,260,6,2,22,43,0,0,1,489,488.0,202.0,339.0,292.0,350.0,387.0,31450,3
519,KADIKÖY,CAFERAÐA,40512,17,38,196,648,13,6,39,74,1,0,1,787,1552.0,237.0,461.0,600.0,1636.0,14.0,18316,1
520,KADIKÖY,DUMLUPINAR,40518,12,33,152,248,11,6,31,58,0,1,1,713,418.0,250.0,123.0,568.0,176.0,47.0,23977,3
521,KADIKÖY,EÐÝTÝM,40516,18,49,221,396,15,9,40,75,0,0,1,832,747.0,234.0,348.0,949.0,293.0,87.0,10985,1
522,KADIKÖY,ERENKÖY,40524,5,12,53,232,8,3,26,49,0,0,1,581,490.0,219.0,354.0,234.0,328.0,501.0,13438,3
523,KADIKÖY,FENERBAHÇE,40514,5,15,81,256,4,1,15,30,0,0,1,446,504.0,168.0,443.0,406.0,357.0,352.0,31098,3
524,KADIKÖY,FENERYOLU,40515,4,10,49,198,6,2,21,40,0,0,0,517,518.0,130.0,227.0,200.0,337.0,338.0,17657,3
525,KADIKÖY,FÝKÝRTEPE,40517,17,43,207,316,10,6,29,55,0,1,1,714,628.0,204.0,203.0,818.0,198.0,19.0,24488,1
526,KADIKÖY,GÖZTEPE,40520,6,14,66,292,7,3,28,54,1,1,1,627,699.0,202.0,453.0,287.0,510.0,557.0,9025,1
527,KADIKÖY,HASANPAÞA,40510,18,40,182,405,16,10,46,87,0,0,1,800,704.0,280.0,298.0,580.0,697.0,5.0,35260,1
528,KADIKÖY,KOÞUYOLU,40508,6,23,116,280,2,2,12,26,0,0,0,312,610.0,162.0,372.0,941.0,197.0,6.0,15577,3
529,KADIKÖY,KOZYATAÐI,40529,3,8,39,208,5,2,20,40,0,0,1,483,301.0,394.0,314.0,163.0,357.0,489.0,7839,3
530,KADIKÖY,MERDÝVENKÖY,40519,17,42,191,434,17,9,49,96,1,1,1,1533,747.0,526.0,294.0,691.0,575.0,301.0,34164,1
531,KADIKÖY,OSMANAÐA,40511,16,33,167,481,10,5,25,46,0,0,1,349,794.0,354.0,373.0,422.0,1092.0,7.0,33166,1
532,KADIKÖY,RASÝMPAÞA,40507,18,41,189,518,12,6,31,58,0,0,1,617,979.0,358.0,272.0,520.0,1081.0,8.0,8466,1
533,KADIKÖY,SAHRAYICEDÝT,40525,4,9,46,204,6,3,24,46,0,0,1,597,269.0,405.0,179.0,163.0,371.0,319.0,14276,3
534,KADIKÖY,SUADÝYE,40522,5,12,68,265,5,2,19,37,1,0,1,454,628.0,165.0,425.0,324.0,467.0,427.0,30833,1
535,KADIKÖY,ZÜHTÜPAÞA,40513,11,20,78,160,9,4,24,43,0,1,1,485,343.0,43.0,141.0,260.0,200.0,67.0,22484,3
536,KAÐITHANE,ÇAÐLAYAN,40535,6,19,137,462,5,3,19,43,0,0,1,717,957.0,417.0,771.0,1052.0,1056.0,37.0,8095,1
537,KAÐITHANE,ÇELÝKTEPE,40536,4,11,95,393,4,1,13,30,0,0,0,480,984.0,685.0,557.0,1027.0,1194.0,5.0,30047,1
538,KAÐITHANE,EMNÝYET EVLERÝ,40537,1,2,17,83,1,0,3,7,0,0,0,106,208.0,146.0,130.0,167.0,313.0,4.0,32935,3
539,KAÐITHANE,GÜLTEPE,40538,2,6,51,204,2,1,6,13,0,0,0,224,406.0,683.0,61.0,526.0,621.0,3.0,8390,3
540,KAÐITHANE,GÜRSEL,40539,8,22,137,430,6,3,22,47,0,0,1,774,858.0,682.0,472.0,1033.0,962.0,17.0,13810,1
541,KAÐITHANE,HAMÝDÝYE,40541,3,12,63,252,3,2,16,37,1,1,1,835,179.0,802.0,339.0,559.0,611.0,150.0,30033,1
542,KAÐITHANE,HARMANTEPE,40540,3,10,86,311,2,1,8,20,0,0,0,328,600.0,830.0,304.0,956.0,774.0,4.0,38313,1
543,KAÐITHANE,HÜRRÝYET,40542,4,14,87,313,4,2,11,25,0,0,0,394,878.0,463.0,265.0,807.0,781.0,18.0,22007,1
544,KAÐITHANE,MEHMET AKÝF ERSOY,40544,10,25,112,243,8,6,23,44,0,0,1,908,551.0,322.0,89.0,600.0,362.0,0.0,20219,3
545,KAÐITHANE,MERKEZ,40543,11,31,162,459,9,6,29,61,1,1,1,722,576.0,847.0,473.0,895.0,919.0,82.0,12672,1
546,KAÐITHANE,NURTEPE,40545,9,25,123,326,8,5,26,52,0,1,1,865,546.0,651.0,267.0,819.0,620.0,25.0,30404,1
547,KAÐITHANE,ORTABAYIR,40546,3,8,67,276,3,1,10,22,0,0,0,342,726.0,702.0,107.0,630.0,893.0,12.0,25628,1
548,KAÐITHANE,SEYRANTEPE,40548,3,10,71,286,1,0,8,22,0,0,1,410,449.0,540.0,478.0,647.0,798.0,22.0,22994,1
549,KAÐITHANE,SULTAN SELÝM,40547,3,9,74,356,3,1,12,28,0,0,1,442,808.0,1047.0,255.0,712.0,1385.0,13.0,22545,1
550,KAÐITHANE,ÞÝRÝNTEPE,40549,2,8,55,229,3,1,8,19,0,0,0,349,511.0,657.0,138.0,609.0,692.0,5.0,21823,3
551,KAÐITHANE,TALATPAÞA,40550,12,32,178,529,12,6,32,68,1,1,1,1049,1166.0,946.0,232.0,1298.0,1037.0,9.0,36381,1
552,KAÐITHANE,TELSÝZLER,40551,2,5,41,173,2,1,6,14,0,0,0,180,474.0,325.0,165.0,496.0,461.0,7.0,33039,3
553,KAÐITHANE,YAHYA KEMAL,40552,6,21,125,304,7,4,19,39,0,0,1,607,508.0,503.0,252.0,795.0,465.0,3.0,11774,3
554,KAÐITHANE,YEÞÝLCE,40553,2,5,46,187,1,0,4,10,0,0,0,176,428.0,629.0,58.0,540.0,572.0,3.0,17746,3
555,KARTAL,ATALAR,40554,8,19,131,438,12,5,33,68,1,1,1,985,490.0,712.0,321.0,506.0,900.0,117.0,11934,1
556,KARTAL,CEVÝZLÝ,40555,8,22,151,435,9,5,27,57,0,0,1,914,655.0,721.0,259.0,787.0,802.0,46.0,31275,1
557,KARTAL,CUMHURÝYET,40556,5,21,141,407,2,0,12,28,0,0,1,653,374.0,903.0,503.0,1140.0,607.0,33.0,14286,3
558,KARTAL,ÇAVUÞOÐLU,40558,12,33,170,373,7,3,20,40,0,0,1,678,582.0,549.0,201.0,880.0,392.0,60.0,27267,1
559,KARTAL,ESENTEPE,40559,9,32,209,564,5,2,21,48,1,1,1,853,672.0,1122.0,446.0,1390.0,797.0,53.0,21609,1
560,KARTAL,GÜMÜÞPINAR,40560,6,22,133,366,7,3,22,49,0,0,1,914,301.0,813.0,339.0,830.0,566.0,57.0,26844,1
561,KARTAL,HÜRRÝYET,40561,19,72,401,948,13,7,48,107,1,1,2,2088,908.0,2020.0,784.0,2645.0,984.0,83.0,26464,0
562,KARTAL,KARLIKTEPE,40562,12,31,185,517,11,6,33,68,1,1,1,1217,686.0,570.0,549.0,774.0,934.0,97.0,47943,1
563,KARTAL,KORDONBOYU,40563,10,24,105,254,10,5,29,55,0,0,2,560,208.0,324.0,200.0,253.0,390.0,89.0,31049,3
564,KARTAL,ORHANTEPE,40564,22,62,309,618,18,8,57,114,1,1,3,1752,802.0,994.0,267.0,1318.0,686.0,59.0,11356,1
565,KARTAL,ORTA,40565,3,10,72,255,3,1,10,23,0,0,0,425,278.0,479.0,326.0,462.0,595.0,26.0,29960,3
566,KARTAL,PETROL ÝÞ,40566,7,17,109,377,11,5,31,63,1,1,1,905,382.0,688.0,202.0,329.0,796.0,147.0,18790,1
567,KARTAL,SOÐANLIK YENÝ,40567,6,21,133,397,6,2,20,45,0,0,1,839,488.0,687.0,366.0,811.0,676.0,54.0,28760,1
568,KARTAL,TOPSELVÝ,40568,10,29,167,325,8,4,22,44,0,0,1,702,569.0,423.0,151.0,803.0,331.0,9.0,26713,1
569,KARTAL,UÐUR MUMCU,40569,4,9,42,194,16,8,47,91,0,0,1,965,5.0,570.0,112.0,148.0,168.0,371.0,12201,3
570,KARTAL,YAKACIK ÇARSI,40557,13,44,199,441,5,3,21,48,1,1,1,774,317.0,736.0,583.0,1212.0,369.0,55.0,41544,1
571,KARTAL,YAKACIK YENÝ,40570,9,32,152,314,7,4,24,50,0,0,1,920,48.0,736.0,300.0,775.0,248.0,61.0,16305,3
572,KARTAL,YALI,40571,13,31,148,279,11,7,29,56,0,0,1,775,491.0,343.0,96.0,588.0,332.0,10.0,16238,3
573,KARTAL,YUKARI,40572,6,15,73,188,6,3,16,31,0,0,0,363,293.0,240.0,74.0,263.0,317.0,27.0,11471,3
574,KARTAL,YUNUS,40573,17,47,252,483,9,6,31,63,0,1,1,907,662.0,856.0,186.0,1318.0,365.0,21.0,8143,1
575,KÜÇÜKÇEKMECE,ATAKENT,40582,8,25,118,356,24,10,82,170,2,2,3,3055,6.0,210.0,962.0,283.0,337.0,558.0,15215,0
576,KÜÇÜKÇEKMECE,ATATÜRK,40591,32,97,473,985,41,25,115,230,1,1,2,3108,317.0,2060.0,664.0,1765.0,1268.0,8.0,93229,2
577,KÜÇÜKÇEKMECE,BEÞYOL,40603,7,17,55,88,5,3,14,27,0,0,1,193,45.0,66.0,118.0,100.0,122.0,7.0,42737,3
578,KÜÇÜKÇEKMECE,CENNET,40607,88,134,325,415,126,85,330,567,1,1,3,3933,367.0,413.0,431.0,579.0,632.0,0.0,4092,2
579,KÜÇÜKÇEKMECE,CUMHURÝYET,40601,109,209,626,803,148,89,392,696,2,2,5,6445,615.0,934.0,732.0,1257.0,1000.0,24.0,29995,2
580,KÜÇÜKÇEKMECE,FATÝH,40606,54,74,168,184,54,34,140,238,1,1,2,1489,268.0,143.0,213.0,412.0,185.0,27.0,51065,1
581,KÜÇÜKÇEKMECE,FEVZÝ ÇAKMAK,40596,84,155,477,603,89,51,232,406,1,1,2,3312,604.0,790.0,334.0,889.0,815.0,24.0,10544,2
582,KÜÇÜKÇEKMECE,GÜLTEPE,40589,52,116,391,591,68,39,182,332,1,1,3,3207,213.0,486.0,823.0,502.0,1020.0,0.0,25229,2
583,KÜÇÜKÇEKMECE,HALKALI MERKEZ,40590,57,163,709,1315,92,53,255,492,2,2,7,5838,283.0,2295.0,1097.0,1991.0,1566.0,118.0,30092,2
584,KÜÇÜKÇEKMECE,ÝNÖNÜ,40592,95,243,924,1399,143,83,385,711,2,2,6,7372,436.0,2409.0,1026.0,2279.0,1532.0,60.0,78180,2
585,KÜÇÜKÇEKMECE,ÝSTASYON,40605,46,116,452,751,46,29,129,246,1,1,3,3350,575.0,1037.0,658.0,1481.0,678.0,111.0,73048,2
586,KÜÇÜKÇEKMECE,KANARYA,40604,116,235,802,1210,144,91,384,696,1,1,4,7297,1042.0,1553.0,873.0,1991.0,1454.0,23.0,37997,2
587,KÜÇÜKÇEKMECE,KARTALTEPE,40588,62,112,313,374,52,34,137,239,1,1,3,1752,340.0,473.0,313.0,761.0,365.0,0.0,67272,1
588,KÜÇÜKÇEKMECE,KEMALPAÞA,40594,34,65,219,316,44,24,114,202,0,1,1,1655,232.0,470.0,129.0,324.0,507.0,0.0,12166,1
589,KÜÇÜKÇEKMECE,MEHMET AKÝF,40586,21,75,435,991,33,19,95,201,1,1,2,3390,172.0,2178.0,687.0,1650.0,1380.0,7.0,14667,0
590,KÜÇÜKÇEKMECE,SÖÐÜTLÜ ÇEÞME,40587,82,181,645,892,89,51,236,424,1,1,3,3896,776.0,1273.0,516.0,1603.0,960.0,2.0,53351,2
591,KÜÇÜKÇEKMECE,SULTAN MURAT,40595,42,85,262,329,47,28,125,222,0,1,1,1891,245.0,424.0,271.0,543.0,397.0,0.0,33233,1
592,KÜÇÜKÇEKMECE,TEVFÝKBEY,40593,87,171,533,722,103,63,272,482,1,2,4,4404,454.0,1024.0,574.0,1099.0,920.0,33.0,13776,2
593,KÜÇÜKÇEKMECE,YARIMBURGAZ,40599,11,45,204,362,3,2,20,45,0,1,1,750,91.0,938.0,268.0,1160.0,137.0,0.0,36848,1
594,KÜÇÜKÇEKMECE,YENÝ MAHALLE,40600,67,118,327,437,71,49,190,336,1,1,3,2297,333.0,425.0,473.0,670.0,560.0,1.0,10461,2
595,KÜÇÜKÇEKMECE,YEÞÝLOVA,40602,86,180,520,676,93,63,250,451,1,1,4,4140,121.0,1020.0,818.0,1232.0,727.0,0.0,19408,2
596,MALTEPE,ALTAYÇEÞME,40612,6,15,90,294,9,4,27,57,0,1,1,877,249.0,679.0,144.0,359.0,554.0,159.0,33002,1
597,MALTEPE,ALTINTEPE,40613,10,22,126,403,18,9,47,93,1,0,1,1077,315.0,878.0,86.0,333.0,924.0,22.0,30255,1
598,MALTEPE,AYDINEVLER,40617,4,16,86,265,2,1,12,31,0,0,1,573,83.0,722.0,220.0,580.0,428.0,17.0,30375,3
599,MALTEPE,BAÐLARBAÞI,40615,26,59,309,720,35,19,95,181,1,1,2,2227,854.0,1183.0,187.0,962.0,1128.0,134.0,20099,1
600,MALTEPE,BAÞIBÜYÜK,40625,19,68,286,618,10,8,37,80,1,1,1,1184,583.0,1522.0,336.0,2122.0,292.0,27.0,41773,1
601,MALTEPE,BÜYÜKBAKKALKÖY,40624,3,15,86,189,0,0,1,5,0,0,1,80,105.0,383.0,367.0,803.0,47.0,5.0,21640,3
602,MALTEPE,CEVÝZLÝ,40614,27,69,343,710,30,15,85,162,1,1,2,2224,481.0,1390.0,233.0,1070.0,948.0,86.0,7779,1
603,MALTEPE,ÇINAR,40608,4,10,67,218,6,3,19,41,0,0,1,602,208.0,524.0,43.0,252.0,523.0,0.0,35382,3
604,MALTEPE,ESENKENT,40620,22,70,290,581,18,12,55,108,0,1,2,1406,531.0,1413.0,71.0,1535.0,480.0,0.0,19848,1
605,MALTEPE,FEYZULLAH,40610,14,30,140,313,20,10,53,98,1,1,1,1170,366.0,472.0,52.0,287.0,509.0,94.0,21745,1
606,MALTEPE,FINDIKLI,40619,4,14,130,561,4,2,22,57,0,0,1,1156,91.0,1317.0,819.0,621.0,1550.0,56.0,19052,1
607,MALTEPE,GÝRNE,40618,2,9,53,176,2,0,10,25,0,0,0,433,18.0,587.0,124.0,405.0,243.0,81.0,59271,3
608,MALTEPE,GÜLENSU,40622,28,99,400,753,14,12,44,90,0,1,1,976,722.0,1937.0,183.0,2712.0,130.0,0.0,16172,0
609,MALTEPE,GÜLSUYU,40621,20,67,316,595,12,9,37,76,1,1,1,947,802.0,1249.0,129.0,1934.0,233.0,13.0,15441,1
610,MALTEPE,ÝDEALTEPE,40609,4,12,84,270,7,3,22,47,0,0,1,702,129.0,688.0,126.0,371.0,568.0,4.0,15288,3
611,MALTEPE,KÜÇÜKYALI MERKEZ,40611,6,15,100,315,9,4,27,57,0,0,1,816,390.0,625.0,99.0,433.0,678.0,3.0,21982,1
612,MALTEPE,YALI,40616,25,57,212,320,20,11,55,102,1,1,2,1208,303.0,559.0,100.0,638.0,247.0,77.0,25940,1
613,MALTEPE,ZÜMRÜTEVLER,40623,13,43,270,855,18,8,58,128,1,1,2,2444,311.0,2016.0,738.0,1229.0,1588.0,248.0,12893,0
614,PENDÝK,AHMET YESEVÝ,40632,7,38,233,524,6,2,24,59,1,1,2,1282,27.0,1294.0,524.0,1254.0,578.0,13.0,82651,1
615,PENDÝK,BAHÇELÝEVLER,40628,7,23,130,306,6,3,19,38,0,0,1,609,284.0,347.0,426.0,673.0,345.0,39.0,26717,3
616,PENDÝK,BALLICA,191755,1,4,25,60,0,0,0,0,0,0,0,28,14.0,117.0,197.0,327.0,1.0,0.0,12417,3
617,PENDÝK,BATI,40633,8,23,122,309,8,4,25,50,0,0,1,737,231.0,361.0,339.0,338.0,589.0,4.0,400,3
618,PENDÝK,ÇAMÇEÞME,40649,7,23,161,487,8,4,26,57,0,0,1,1046,413.0,1105.0,321.0,910.0,906.0,23.0,15521,1
619,PENDÝK,ÇAMLIK,40656,3,19,114,243,1,0,5,21,0,1,1,616,0.0,365.0,663.0,854.0,117.0,57.0,31480,3
620,PENDÝK,ÇINARDERE,40644,11,38,188,386,8,6,27,56,0,0,1,958,498.0,618.0,319.0,1063.0,357.0,15.0,15987,1
621,PENDÝK,DOÐU,40627,9,26,130,321,10,5,30,59,1,1,1,813,111.0,479.0,347.0,366.0,496.0,75.0,18465,1
